Animal,Corte,Grupo,Region,Branches,Junctions,End.point.voxels,Juncction.voxels,Slab.voxels,Average.branch.length,Triple.points,Quadruple.points,Maximum.branch.length
CL3,1,CL,GD,5,2,4,7,71,18.685,2,0,28.728
CL3,1,CL,GD,11,5,7,16,70,9.983,5,0,20.728
CL3,1,CL,GD,5,2,4,7,51,13.94,2,0,29.142
CL3,1,CL,GD,3,1,3,3,33,14.876,1,0,24.971
CL3,1,CL,GD,9,4,6,14,66,10.714,4,0,28.899
CL3,1,CL,GD,13,6,8,18,74,8.954,6,0,14.314
CL3,1,CL,GD,5,2,4,6,46,13.237,2,0,18.728
CL3,1,CL,GD,7,3,5,7,55,11.618,3,0,22.799
CL3,1,CL,GD,5,2,4,5,56,14.54,2,0,31.485
CL3,1,CL,GD,9,4,6,14,65,10.622,4,0,30.142
CL3,1,CL,GD,3,1,3,4,49,21.371,1,0,54.042
CL3,1,CL,GD,25,11,15,41,135,8.911,9,2,29.728
CL3,2,CL,GD,1,0,2,0,14,18.728,0,0,18.728
CL3,2,CL,GD,4,1,4,8,55,18.278,0,1,50.437
CL3,2,CL,GD,16,7,10,27,156,13.822,6,1,28.556
CL3,2,CL,GD,1,0,2,0,27,31.728,0,0,31.728
CL3,2,CL,GD,3,1,3,3,11,6.576,1,0,11.485
CL3,2,CL,GD,13,6,8,19,106,11.874,6,0,36.556
CL3,2,CL,GD,9,4,6,14,80,12.684,4,0,17.657
CL3,2,CL,GD,32,16,15,49,223,10.263,15,1,22.828
CL3,2,CL,GD,1,0,2,0,32,38.799,0,0,38.799
CL3,2,CL,GD,3,1,3,4,51,21.152,1,0,32.556
CL3,2,CL,GD,3,1,3,3,55,23.038,1,0,41.556
CL3,2,CL,GD,8,3,6,16,100,17.173,2,1,33.071
CL3,2,CL,GD,3,1,3,4,51,21.623,1,0,30.314
CL3,2,CL,GD,10,4,7,16,117,15.728,3,1,37.385
CL3,2,CL,GD,3,1,3,1,39,15.795,1,0,20.828
CL3,3,CL,GD,5,2,4,7,68,18.417,2,0,38.799
CL3,3,CL,GD,6,3,3,8,98,20.928,3,0,46.042
CL3,3,CL,GD,1,0,2,0,21,26.142,0,0,26.142
CL3,3,CL,GD,10,4,7,14,111,15.236,3,1,53.456
CL3,3,CL,GD,1,0,2,0,12,15.071,0,0,15.071
CL3,3,CL,GD,6,2,5,9,36,9.875,1,1,17.434
CL3,3,CL,GD,7,3,5,9,57,11.657,3,0,22.485
CL3,3,CL,GD,13,6,8,16,102,11.336,6,0,29.142
CL3,3,CL,GD,9,4,6,13,111,16.45,4,0,40.87
CL3,3,CL,GD,11,5,7,12,151,18.451,5,0,38.87
CL3,3,CL,GD,11,5,7,14,51,7.396,5,0,14.485
CL3,3,CL,GD,7,3,5,11,104,19.781,3,0,29.142
CL3,3,CL,GD,3,1,3,4,37,15.381,1,0,26.071
CL3,3,CL,GD,21,10,12,31,123,9.1,10,0,16.071
CL3,3,CL,GD,37,18,19,54,233,9.535,17,1,31.728
CL3,4,CL,GD,9,4,6,14,57,9.871,4,0,18.314
CL3,4,CL,GD,1,0,2,0,20,27.213,0,0,27.213
CL3,4,CL,GD,5,2,4,4,64,16.437,2,0,27.971
CL3,4,CL,GD,6,3,3,11,58,14.071,3,0,33.556
CL3,4,CL,GD,25,11,14,44,201,12.481,9,1,41.556
CL3,4,CL,GD,11,5,7,12,85,10.93,5,0,21.485
CL3,4,CL,GD,5,2,4,7,32,9.477,2,0,17.485
CL3,4,CL,GD,7,3,5,11,62,12.396,3,0,20.899
CL3,4,CL,GD,7,3,5,11,71,13.883,3,0,20.071
CL3,4,CL,GD,3,1,3,4,28,12.852,1,0,19.071
CL3,4,CL,GD,1,0,2,0,23,28.971,0,0,28.971
CL3,4,CL,GD,24,11,12,43,149,10.108,9,1,19.071
CL3,4,CL,GD,8,3,6,15,84,15.08,2,1,32.437
CL3,4,CL,GD,22,10,12,42,170,12.045,8,2,36.556
CL3,4,CL,GD,24,10,15,41,156,10.434,7,3,28.385
CL5,1,CL,CA1,16,7,10,25,130,11.714,6,1,24.657
CL5,1,CL,CA1,24,12,11,35,236,13.565,11,1,61.456
CL5,1,CL,CA1,7,3,5,7,38,8.539,3,0,18.728
CL5,1,CL,CA1,3,1,3,4,31,14.071,1,0,27.314
CL5,1,CL,CA1,20,10,10,32,157,11.462,10,0,28.899
CL5,1,CL,CA1,10,5,5,16,96,14.227,5,0,39.456
CL5,1,CL,CA1,13,6,8,18,118,13.026,6,0,28.799
CL5,1,CL,CA1,16,8,8,20,136,11.855,8,0,24.728
CL5,1,CL,CA1,30,13,18,49,183,9.842,10,3,33.385
CL5,1,CL,CA1,10,4,7,15,76,11.115,3,1,17.721
CL5,1,CL,CA1,9,4,6,14,133,19.052,4,0,35.728
CL5,1,CL,CA1,39,17,21,66,294,11.623,12,4,31.657
CL5,1,CL,CA1,27,13,11,50,197,11.587,10,2,30.142
CL5,1,CL,CA1,23,12,10,33,202,12.417,12,0,34.971
CL5,1,CL,CA1,5,2,4,6,53,14.554,2,0,23.142
CL5,2,CL,CA1,18,7,12,34,77,8.207,5,1,15.657
CL5,2,CL,CA1,10,4,7,12,70,10.728,3,1,19.55
CL5,2,CL,CA1,30,15,14,47,177,9.231,14,1,32.556
CL5,2,CL,CA1,17,8,10,26,109,10.069,8,0,22.142
CL5,2,CL,CA1,1,0,2,0,21,26.971,0,0,26.971
CL5,2,CL,CA1,7,3,5,9,69,13.549,3,0,21.485
CL5,2,CL,CA1,16,7,10,25,109,10.457,6,1,25.314
CL5,2,CL,CA1,15,7,9,27,107,10.686,7,0,26.142
CL5,2,CL,CA1,3,1,3,3,29,13.819,1,0,20.314
CL5,2,CL,CA1,3,1,3,3,29,13.128,1,0,16.485
CL5,2,CL,CA1,21,10,11,36,194,13.081,9,1,51.698
CL5,2,CL,CA1,13,5,9,21,78,10.055,3,2,15.314
CL5,2,CL,CA1,5,2,4,7,85,21.651,2,0,68.284
CL5,2,CL,CA1,5,2,4,8,46,13.388,2,0,23.142
CL5,2,CL,CA1,14,6,9,19,119,12.411,5,1,32.042
CL5,3,CL,CA1,22,10,12,28,169,11.42,8,2,31.385
CL5,3,CL,CA1,9,4,6,15,78,11.947,4,0,15.657
CL5,3,CL,CA1,13,6,8,17,77,8.935,6,0,29.142
CL5,3,CL,CA1,7,3,4,13,67,13.893,2,1,30.307
CL5,3,CL,CA1,5,2,4,6,32,9.774,2,0,21.142
CL5,3,CL,CA1,17,9,6,32,110,10.332,8,1,39.87
CL5,3,CL,CA1,5,2,4,4,58,15.32,2,0,27.728
CL5,3,CL,CA1,9,4,6,14,54,9.224,4,0,17.314
CL5,3,CL,CA1,9,4,6,13,83,13.017,4,0,30.971
CL5,3,CL,CA1,9,4,6,12,91,14.282,4,0,43.627
CL5,3,CL,CA1,4,1,4,6,25,10.447,0,1,11.819
CL5,3,CL,CA1,13,5,9,22,110,12.708,3,2,23.505
CL5,3,CL,CA1,13,6,7,24,75,9.453,5,1,18.899
CL5,3,CL,CA1,16,7,10,25,97,9.373,6,1,31.314
CL5,3,CL,CA1,8,3,6,13,50,10.168,2,1,20.062
CL5,4,CL,CA1,27,14,12,42,184,10.502,14,0,46.355
CL5,4,CL,CA1,6,2,5,9,67,15.719,1,1,34.142
CL5,4,CL,CA1,14,6,9,21,102,11.12,5,1,25.899
CL5,4,CL,CA1,25,12,11,37,261,14.373,9,3,68.355
CL5,4,CL,CA1,5,2,4,6,93,23.217,2,0,30.728
CL5,4,CL,CA1,11,4,8,15,85,11.254,2,2,24.728
CL5,4,CL,CA1,26,12,15,38,230,12.566,11,1,35.556
CL5,4,CL,CA1,12,6,5,21,77,9.825,5,1,21.657
CL5,4,CL,CA1,13,5,8,16,129,13.794,2,3,26.621
CL5,4,CL,CA1,14,6,9,21,133,13.422,5,1,33.971
CL5,4,CL,CA1,11,4,8,16,146,17.936,3,0,37.919
CL5,4,CL,CA1,10,4,7,15,117,16.492,3,1,28.971
CL5,4,CL,CA1,7,3,4,6,43,8.957,2,1,18.899
CL5,4,CL,CA1,17,7,10,33,98,9.961,4,3,23.728
CL5,4,CL,CA1,6,2,5,12,43,11.304,1,1,21.485
CL5,1,CL,CA3,27,12,16,39,200,11.074,10,2,45.204
CL5,1,CL,CA3,17,8,10,23,132,11.206,8,0,29.314
CL5,1,CL,CA3,19,9,11,27,203,14.301,9,0,29.899
CL5,1,CL,CA3,18,9,9,26,166,12.777,9,0,27.899
CL5,1,CL,CA3,17,8,9,22,160,13.4,7,1,36.385
CL5,1,CL,CA3,25,12,13,30,193,11.113,11,1,36.799
CL5,1,CL,CA3,14,6,9,17,88,9.42,5,1,17.142
CL5,1,CL,CA3,15,7,9,21,137,12.889,7,0,26.314
CL5,1,CL,CA3,3,1,3,3,41,18.233,1,0,35.799
CL5,1,CL,CA3,7,3,5,11,39,9.026,3,0,13.828
CL5,1,CL,CA3,15,6,10,23,150,14.31,4,2,29.964
CL5,1,CL,CA3,3,1,3,3,82,34.661,1,0,78.255
CL5,1,CL,CA3,39,20,16,61,227,9.287,18,2,22.728
CL5,1,CL,CA3,7,3,5,8,57,11.455,3,0,23.485
CL5,1,CL,CA3,5,2,4,8,39,11.16,2,0,25.899
CL5,2,CL,CA3,19,8,10,24,130,10.306,4,4,21.971
CL5,2,CL,CA3,7,3,5,9,71,13.775,3,0,32.142
CL5,2,CL,CA3,16,6,11,24,94,9.7,3,3,18.728
CL5,2,CL,CA3,1,0,2,0,26,30.728,0,0,30.728
CL5,2,CL,CA3,3,1,3,1,39,16.209,1,0,29.899
CL5,2,CL,CA3,6,2,5,10,73,17.547,1,1,30.385
CL5,2,CL,CA3,3,1,3,1,31,13.681,1,0,28.799
CL5,2,CL,CA3,15,7,9,23,133,12.402,7,0,41.971
CL5,2,CL,CA3,5,2,4,8,64,16.788,2,0,48.385
CL5,2,CL,CA3,12,5,8,19,58,8.266,4,1,23.971
CL5,2,CL,CA3,17,7,10,30,159,13.401,4,3,26.405
CL5,2,CL,CA3,3,1,3,4,30,14.623,1,0,37.456
CL5,2,CL,CA3,3,1,3,3,28,12.381,1,0,21.071
CL5,2,CL,CA3,1,0,2,0,22,27.556,0,0,27.556
CL5,2,CL,CA3,5,2,4,4,42,11.705,2,0,24.971
CL5,3,CL,CA3,13,6,7,18,85,9.877,5,1,19.899
CL5,3,CL,CA3,5,2,4,6,116,29.308,2,0,63.113
CL5,3,CL,CA3,6,2,5,8,67,16.134,1,1,29.142
CL5,3,CL,CA3,5,2,4,7,47,13.388,2,0,36.142
CL5,3,CL,CA3,29,14,16,47,253,12.601,14,0,29.971
CL5,3,CL,CA3,16,7,9,27,139,12.634,5,2,32.213
CL5,3,CL,CA3,14,6,9,21,95,10.726,5,1,30.728
CL5,3,CL,CA3,7,3,5,11,55,11.336,3,0,20.485
CL5,3,CL,CA3,6,2,5,9,86,19.606,1,1,52.449
CL5,3,CL,CA3,7,3,5,11,68,13.869,3,0,27.314
CL5,3,CL,CA3,3,1,3,4,60,25.038,1,0,30.657
CL5,3,CL,CA3,7,3,5,7,103,18.712,3,0,36.042
CL5,3,CL,CA3,18,8,11,29,158,12.49,7,1,26.556
CL5,3,CL,CA3,3,1,3,1,53,21.704,1,0,51.042
CL5,3,CL,CA3,3,1,3,4,21,10.657,1,0,14.485
CL5,4,CL,CA3,0,0,1,0,0,0,0,0,0
CL5,4,CL,CA3,33,16,15,56,232,10.832,13,3,26.142
CL5,4,CL,CA3,7,3,5,6,72,14.14,3,0,29.799
CL5,4,CL,CA3,5,2,4,6,60,16.037,2,0,31.142
CL5,4,CL,CA3,14,7,7,21,140,13.953,7,0,30.213
CL5,4,CL,CA3,11,5,6,21,93,12.344,4,1,22.899
CL5,4,CL,CA3,21,10,11,32,183,12.877,9,1,29.213
CL5,4,CL,CA3,3,1,3,4,47,20.566,1,0,35.456
CL5,4,CL,CA3,5,2,4,7,56,15.023,2,0,30.314
CL5,4,CL,CA3,5,2,4,7,72,19.051,2,0,48.213
CL5,4,CL,CA3,17,8,10,28,109,9.675,8,0,26.485
CL5,4,CL,CA3,9,4,5,11,90,13.711,3,1,24.314
CL5,4,CL,CA3,13,6,8,16,154,15.501,6,0,49.456
CL5,4,CL,CA3,12,5,8,16,90,11.191,4,1,33.213
CL5,4,CL,CA3,3,1,3,1,59,25.637,1,0,38.456
CL5,1,CL,GD,11,4,8,21,93,12.888,2,2,26.899
CL5,1,CL,GD,15,7,9,26,119,11.503,7,0,29.899
CL5,1,CL,GD,14,6,9,23,111,12.112,5,1,19.071
CL5,1,CL,GD,1,0,2,0,25,31.385,0,0,31.385
CL5,1,CL,GD,1,0,2,0,14,16.657,0,0,16.657
CL5,1,CL,GD,11,5,6,21,69,9.869,4,1,25.136
CL5,1,CL,GD,12,5,8,19,101,12.571,4,1,24.385
CL5,1,CL,GD,1,0,2,0,42,48.799,0,0,48.799
CL5,1,CL,GD,5,2,4,7,71,19.148,2,0,28.971
CL5,1,CL,GD,12,5,8,19,126,14.847,4,1,31.971
CL5,1,CL,GD,3,1,3,1,33,13.795,1,0,24.728
CL5,1,CL,GD,1,0,2,0,33,40.213,0,0,40.213
CL5,1,CL,GD,5,2,4,5,79,20.714,2,0,37.385
CL5,1,CL,GD,5,2,4,6,49,13.837,2,0,22.971
CL5,1,CL,GD,7,3,5,5,76,14.628,3,0,20.971
CL5,2,CL,GD,15,7,9,21,91,9.204,7,0,27.728
CL5,2,CL,GD,23,11,12,36,171,11.147,10,1,33.385
CL5,2,CL,GD,15,7,8,26,136,13.467,6,1,36.971
CL5,2,CL,GD,7,3,5,8,70,13.016,3,0,32.314
CL5,2,CL,GD,3,1,3,1,60,23.347,1,0,27.728
CL5,2,CL,GD,17,8,10,24,102,9.184,8,0,20.071
CL5,2,CL,GD,10,4,7,15,72,10.952,3,1,22.899
CL5,2,CL,GD,13,6,8,16,137,15.162,6,0,36.627
CL5,2,CL,GD,8,3,5,16,75,14.158,1,2,21.314
CL5,2,CL,GD,3,1,3,3,67,28.142,1,0,35.213
CL5,2,CL,GD,3,1,3,4,59,25.947,1,0,39.627
CL5,2,CL,GD,1,0,2,0,7,9.243,0,0,9.243
CL5,2,CL,GD,5,2,4,8,28,9.174,2,0,14.071
CL5,2,CL,GD,5,2,4,7,52,14.602,2,0,29.142
CL5,2,CL,GD,3,1,3,4,25,11.576,1,0,16.657
CL5,3,CL,GD,7,3,5,8,83,15.642,3,0,23.728
CL5,3,CL,GD,5,2,4,7,81,20.734,2,0,55.284
CL5,3,CL,GD,12,6,5,16,86,10.553,5,1,30.728
CL5,3,CL,GD,5,2,3,5,46,12.988,1,1,28.971
CL5,3,CL,GD,5,2,4,7,45,13.202,2,0,23.314
CL5,3,CL,GD,12,4,9,24,72,10.268,1,3,15.991
CL5,3,CL,GD,1,0,2,0,31,36.971,0,0,36.971
CL5,3,CL,GD,3,1,3,3,39,16.462,1,0,28.485
CL5,3,CL,GD,5,2,4,7,32,10.388,2,0,18.485
CL5,3,CL,GD,14,6,9,24,215,20.53,5,1,46.106
CL5,3,CL,GD,16,7,8,25,120,11.716,4,3,23.556
CL5,3,CL,GD,31,14,16,57,235,11.787,10,4,34.899
CL5,3,CL,GD,18,8,11,27,124,10.472,7,1,25.142
CL5,3,CL,GD,41,20,18,73,288,10.969,17,2,28.485
CL5,3,CL,GD,32,15,16,54,256,11.751,13,1,28.071
CL5,4,CL,GD,7,3,5,13,57,12.406,3,0,20.314
CL5,4,CL,GD,22,12,8,33,179,11.691,12,0,39.385
CL5,4,CL,GD,24,12,11,44,183,11.666,11,1,30.971
CL5,4,CL,GD,18,7,12,27,136,11.669,4,3,24.799
CL5,4,CL,GD,7,3,5,11,41,9.455,3,0,17.899
CL5,4,CL,GD,1,0,2,0,42,48.385,0,0,48.385
CL5,4,CL,GD,3,1,3,1,53,21.98,1,0,31.556
CL5,4,CL,GD,9,4,6,16,46,8.208,4,0,17.071
CL5,4,CL,GD,13,6,8,18,76,9.107,6,0,18.899
CL5,4,CL,GD,7,3,5,8,49,10.253,3,0,18.728
CL5,4,CL,GD,6,2,5,10,56,13.806,1,1,30.071
CL5,4,CL,GD,9,4,6,13,62,10.408,4,0,30.556
CL5,4,CL,GD,1,0,2,0,10,13.071,0,0,13.071
CL5,4,CL,GD,1,0,2,0,14,18.314,0,0,18.314
CL5,4,CL,GD,9,3,7,15,77,13.165,2,0,23.2
AS1,1,AS,CA1,13,6,8,16,118,12.567,6,0,31.213
AS1,1,AS,CA1,19,8,11,28,166,12.567,5,3,28.314
AS1,1,AS,CA1,3,1,3,4,35,16.428,1,0,20.071
AS1,1,AS,CA1,16,7,9,27,189,16.785,5,2,34.042
AS1,1,AS,CA1,22,11,11,34,199,13.011,11,0,38.213
AS1,1,AS,CA1,13,6,8,17,122,13.206,6,0,21.728
AS1,1,AS,CA1,14,6,7,26,147,15.231,4,1,35.233
AS1,1,AS,CA1,28,13,15,40,233,12.137,11,2,28.142
AS1,1,AS,CA1,13,6,8,18,126,13.482,6,0,32.385
AS1,1,AS,CA1,28,14,13,51,267,13.985,13,1,43.042
AS1,1,AS,CA1,13,6,8,19,80,9.428,6,0,18.485
AS1,1,AS,CA1,9,4,6,13,113,17.436,4,0,28.556
AS1,1,AS,CA1,11,5,7,14,90,11.77,5,0,32.142
AS1,1,AS,CA1,32,17,13,51,210,10.095,17,0,33.799
AS1,1,AS,CA1,13,6,8,19,130,14.103,6,0,32.485
AS1,2,AS,CA1,10,4,7,16,105,14.736,3,1,44.385
AS1,2,AS,CA1,10,4,7,18,74,11.225,3,1,24.899
AS1,2,AS,CA1,3,1,3,4,25,12.128,1,0,19.899
AS1,2,AS,CA1,9,4,6,13,106,15.619,4,0,30.728
AS1,2,AS,CA1,19,7,13,26,154,12.46,4,2,22.657
AS1,2,AS,CA1,3,1,3,5,29,13.243,1,0,15.071
AS1,2,AS,CA1,40,18,23,62,290,10.837,15,3,29.556
AS1,2,AS,CA1,22,10,11,41,159,11.367,7,3,22.55
AS1,2,AS,CA1,11,5,7,11,121,14.014,5,0,31.899
AS1,2,AS,CA1,21,10,11,36,198,13.105,9,1,39.314
AS1,2,AS,CA1,27,14,11,46,215,11.888,13,1,27.071
AS1,2,AS,CA1,10,4,7,17,96,13.899,3,1,35.899
AS1,2,AS,CA1,14,6,8,24,119,12.59,4,2,26.314
AS1,2,AS,CA1,10,4,7,13,134,18.554,3,1,52.935
AS1,2,AS,CA1,6,2,5,8,52,13.016,1,1,19.062
AS1,3,AS,CA1,24,12,10,33,195,11.642,10,2,34.799
AS1,3,AS,CA1,11,5,7,11,115,14.146,5,0,50.042
AS1,3,AS,CA1,4,1,4,7,47,17.033,0,1,34.333
AS1,3,AS,CA1,3,1,3,3,35,15.128,1,0,33.142
AS1,3,AS,CA1,5,2,4,7,87,22.051,2,0,35.556
AS1,3,AS,CA1,27,12,16,40,217,11.715,10,2,27.314
AS1,3,AS,CA1,21,10,10,41,168,12.389,8,2,35.213
AS1,3,AS,CA1,5,2,4,4,86,22.279,2,0,73.77
AS1,3,AS,CA1,1,0,2,0,17,24.213,0,0,24.213
AS1,3,AS,CA1,3,1,3,4,47,21.118,1,0,44.698
AS1,3,AS,CA1,23,11,13,33,185,11.765,11,0,33.142
AS1,3,AS,CA1,7,3,5,7,128,24.532,3,0,94.397
AS1,3,AS,CA1,26,13,13,41,197,11.12,13,0,22.899
AS1,3,AS,CA1,7,3,5,11,47,10.396,3,0,16.657
AS1,3,AS,CA1,8,3,6,13,70,12.551,2,1,27.556
AS1,4,AS,CA1,1,0,2,0,54,61.627,0,0,61.627
AS1,4,AS,CA1,5,2,4,8,75,19.32,2,0,32.142
AS1,4,AS,CA1,3,1,3,4,23,10.633,1,0,19.243
AS1,4,AS,CA1,26,12,12,55,179,11.264,9,2,23.728
AS1,4,AS,CA1,15,7,8,28,112,11.273,6,1,21.728
AS1,4,AS,CA1,15,7,9,17,128,11.857,7,0,41.627
AS1,4,AS,CA1,3,1,3,3,63,27.499,1,0,42.627
AS1,4,AS,CA1,9,4,6,13,129,18.542,4,0,37.971
AS1,4,AS,CA1,7,3,5,9,75,14.406,3,0,25.314
AS1,4,AS,CA1,5,2,4,7,71,17.857,2,0,37.899
AS1,4,AS,CA1,51,24,25,84,266,8.707,19,5,21.071
AS1,4,AS,CA1,53,27,19,95,349,10.322,21,6,28.556
AS1,4,AS,CA1,27,13,13,43,155,9.217,11,2,21.142
AS1,4,AS,CA1,29,15,13,50,141,8.22,15,0,18.071
AS1,4,AS,CA1,46,23,19,83,379,12.17,20,2,38.113
AS1,1,AS,CA3,18,9,8,26,183,14.09,8,1,22.899
AS1,1,AS,CA3,7,3,5,10,86,17.126,3,0,41.698
AS1,1,AS,CA3,13,6,8,18,127,13.381,6,0,36.556
AS1,1,AS,CA3,21,9,13,39,191,13.682,8,0,37.799
AS1,1,AS,CA3,11,4,8,19,90,12.505,2,2,25.657
AS1,1,AS,CA3,14,7,7,16,117,11.864,7,0,24.899
AS1,1,AS,CA3,19,9,10,32,136,10.929,8,1,26.899
AS1,1,AS,CA3,3,1,3,4,32,15.233,1,0,32.799
AS1,1,AS,CA3,6,2,5,8,87,19.676,1,1,51.113
AS1,1,AS,CA3,4,1,4,6,50,18.245,0,1,20.314
AS1,1,AS,CA3,7,3,5,12,64,13.322,3,0,36.142
AS1,1,AS,CA3,1,0,2,0,20,23.899,0,0,23.899
AS1,1,AS,CA3,7,3,5,11,74,14.465,3,0,39.799
AS1,1,AS,CA3,5,2,4,8,45,12.491,2,0,19.728
AS1,1,AS,CA3,8,3,6,10,120,19.751,2,1,41.456
AS1,2,AS,CA3,5,2,4,4,55,14.388,2,0,18.314
AS1,2,AS,CA3,3,1,3,4,54,22.014,1,0,27.314
AS1,2,AS,CA3,9,4,6,13,62,10.316,4,0,27.485
AS1,2,AS,CA3,15,7,9,22,135,12.883,7,0,25.142
AS1,2,AS,CA3,23,11,12,33,278,16.312,10,1,35.449
AS1,2,AS,CA3,11,5,7,18,131,15.867,5,0,27.971
AS1,2,AS,CA3,9,4,6,11,85,12.998,4,0,41.627
AS1,2,AS,CA3,23,12,9,34,231,14.197,11,1,36.899
AS1,2,AS,CA3,16,7,10,30,149,13.13,6,1,34.307
AS1,2,AS,CA3,11,5,7,18,89,12.049,5,0,27.213
AS1,2,AS,CA3,1,0,2,0,43,48.142,0,0,48.142
AS1,2,AS,CA3,1,0,2,0,20,25.142,0,0,25.142
AS1,2,AS,CA3,11,5,7,17,133,15.952,5,0,43.698
AS1,2,AS,CA3,3,1,3,4,47,20.647,1,0,30.728
AS1,2,AS,CA3,15,7,9,27,91,9.477,7,0,21.485
AS1,3,AS,CA3,9,4,6,12,112,16.358,4,0,64.042
AS1,3,AS,CA3,20,10,9,31,162,11.996,9,1,33.556
AS1,3,AS,CA3,7,3,5,6,79,15.471,3,0,35.627
AS1,3,AS,CA3,3,1,3,3,28,13.623,1,0,26.213
AS1,3,AS,CA3,5,2,4,8,28,9.043,2,0,17.899
AS1,3,AS,CA3,36,17,19,54,250,10.81,15,2,41.556
AS1,3,AS,CA3,11,5,7,18,73,10.023,5,0,17.485
AS1,3,AS,CA3,12,5,8,20,82,10.409,4,1,30.314
AS1,3,AS,CA3,16,8,8,19,127,11.282,8,0,28.142
AS1,3,AS,CA3,11,5,7,16,80,10.666,5,0,21.314
AS1,3,AS,CA3,10,4,6,15,103,14.045,2,2,25.899
AS1,3,AS,CA3,3,1,3,1,47,19.29,1,0,34.385
AS1,3,AS,CA3,16,8,8,27,165,14.509,8,0,27.556
AS1,3,AS,CA3,13,7,4,30,129,14.653,6,1,47.971
AS1,3,AS,CA3,18,8,10,26,131,10.717,6,2,56.184
AS1,4,AS,CA3,3,1,3,3,50,21.371,1,0,46.799
AS1,4,AS,CA3,5,2,4,4,43,11.408,2,0,14.657
AS1,4,AS,CA3,9,4,6,12,62,10.573,4,0,25.314
AS1,4,AS,CA3,20,10,10,25,140,9.91,10,0,23.071
AS1,4,AS,CA3,6,2,5,7,54,12.736,1,1,18.485
AS1,4,AS,CA3,22,10,13,32,119,8.592,9,1,29.485
AS1,4,AS,CA3,7,3,5,8,79,14.81,3,0,24.556
AS1,4,AS,CA3,12,4,9,26,78,11.375,2,1,40.799
AS1,4,AS,CA3,5,2,4,9,45,13.388,2,0,20.314
AS1,4,AS,CA3,11,4,8,17,110,14.305,2,2,26.899
AS1,4,AS,CA3,15,6,10,23,162,15.363,4,2,33.042
AS1,4,AS,CA3,13,6,8,18,107,11.906,6,0,27.728
AS1,4,AS,CA3,15,6,10,24,83,8.807,4,2,16.657
AS1,4,AS,CA3,12,5,6,25,61,9.358,2,3,20.265
AS1,4,AS,CA3,5,2,4,8,83,21.334,2,0,42.799
AS1,1,AS,GD,27,12,15,44,170,10.319,10,1,24.971
AS1,1,AS,GD,12,5,8,12,119,13.714,4,1,23.556
AS1,1,AS,GD,17,8,10,15,146,11.984,8,0,53.385
AS1,1,AS,GD,14,7,6,21,123,12.371,6,1,22.899
AS1,1,AS,GD,14,6,9,22,121,12.992,5,1,25.556
AS1,1,AS,GD,9,4,6,14,108,16.393,4,0,45.385
AS1,1,AS,GD,3,1,3,4,40,17.542,1,0,25.899
AS1,1,AS,GD,9,4,6,10,89,14.317,4,0,32.627
AS1,1,AS,GD,5,2,4,7,49,14.12,2,0,38.556
AS1,1,AS,GD,12,6,6,18,95,11.608,6,0,26.728
AS1,1,AS,GD,11,4,8,17,68,10.446,3,0,25.162
AS1,1,AS,GD,1,0,2,0,11,13.657,0,0,13.657
AS1,1,AS,GD,18,7,12,28,143,11.68,5,1,23.366
AS1,1,AS,GD,36,20,12,59,213,9.153,20,0,17.071
AS1,1,AS,GD,6,2,5,6,80,17.139,1,1,46.792
AS1,2,AS,GD,5,2,4,8,49,13.954,2,0,23.314
AS1,2,AS,GD,7,3,5,10,61,12.43,3,0,26.314
AS1,2,AS,GD,14,7,7,20,79,8.784,7,0,16.243
AS1,2,AS,GD,1,0,2,0,28,33.142,0,0,33.142
AS1,2,AS,GD,13,6,7,25,132,14.691,5,1,23.314
AS1,2,AS,GD,9,4,5,17,42,8.283,3,1,11.485
AS1,2,AS,GD,5,2,4,8,30,9.194,2,0,23.071
AS1,2,AS,GD,21,10,11,38,201,13.855,9,1,26.243
AS1,2,AS,GD,13,6,8,17,114,11.985,6,0,31.142
AS1,2,AS,GD,7,3,5,11,60,12.667,3,0,33.314
AS1,2,AS,GD,5,2,4,2,50,12.74,2,0,21.314
AS1,2,AS,GD,11,5,6,17,103,13.853,4,1,28.333
AS1,2,AS,GD,13,6,8,18,107,11.588,6,0,29.899
AS1,2,AS,GD,5,2,4,6,38,11.305,2,0,21.071
AS1,2,AS,GD,5,2,4,4,34,9.94,2,0,19.314
AS1,3,AS,GD,21,10,11,30,216,14.036,9,1,39.213
AS1,3,AS,GD,24,12,11,32,182,11.132,11,1,25.657
AS1,3,AS,GD,24,12,11,37,141,9.182,11,1,23.899
AS1,3,AS,GD,9,4,6,14,100,15.247,4,0,33.142
AS1,3,AS,GD,10,5,5,17,84,11.95,5,0,28.728
AS1,3,AS,GD,6,3,3,10,89,19.416,3,0,33.728
AS1,3,AS,GD,21,10,11,36,199,13.624,9,1,29.142
AS1,3,AS,GD,10,4,7,14,113,16.01,3,1,42.799
AS1,3,AS,GD,8,3,6,11,78,14.307,2,1,25.728
AS1,3,AS,GD,9,4,6,16,60,10.132,4,0,19.071
AS1,3,AS,GD,15,7,9,20,149,13.871,7,0,26.728
AS1,3,AS,GD,14,6,9,21,163,16.584,5,1,33.971
AS1,3,AS,GD,3,1,3,4,25,10.69,1,0,15.828
AS1,3,AS,GD,21,11,9,36,116,8.932,11,0,25.314
AS1,3,AS,GD,7,3,5,10,59,12.44,3,0,16.899
